word	mesh	match	name	chebi
Dsh	NA	DSH	2-hydroxy-3,5-dinitrobenzohydrazide	chebi:189548
Nucleus	NA	nucleus	nucleus	chebi:33252
inhibitors	NA	inhibitors	inhibitor	chebi:35222
inhibitors	NA	inhibitors	inhibitor	chebi:35222
inhibitor	NA	inhibitor	inhibitor	chebi:35222
inhibitors	NA	inhibitors	inhibitor	chebi:35222
inhibitors	NA	inhibitors	inhibitor	chebi:35222
Baricitinib	NA	baricitinib	{1-(ethylsulfonyl)-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl]azetidin-3-yl}acetonitrile	chebi:95341
Tofacitinib	NA	tofacitinib	3-{(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}-3-oxopropanenitrile	chebi:71200
inhibitors	NA	inhibitors	inhibitor	chebi:35222
inhibitors	NA	inhibitors	inhibitor	chebi:35222
inhibitors	NA	inhibitors	inhibitor	chebi:35222
