word	source	identifier
Methoxytyramine	MESH	C001746
3,4-Dihydroxyphenylethanol	MESH	C005975
DOPET	MESH	C005975
3,4-Dihydroxyphenylacetaldehyde	MESH	C007430
3-Methoxy-4-hydroxyacetaldehyde	MESH	C010972
biopterin	MESH	D001708
Dopamine	MESH	D004298
Dopamine-3	MESH	D004298
Epinephrine	MESH	D004837
Homovanillic acid	MESH	D006719
L-DOPA	MESH	D007980
Norepinephrine	MESH	D009638
Phenylalanine	MESH	D010649
3-0-sulfate	MESH	D013431
4-0-sulfate	MESH	D013431
Tyramine	MESH	D014439
Tyrosine	MESH	D014443
3,4-Dihydroxyphenylacetic acid	MESH	D015102
DOPAC	MESH	D015102
Homoprotocatechuic acid	MESH	D015102
4-0-glucuronide	MESH	D020719
O-glucuronide	MESH	D020719
