word	mesh	match	name	chebi
Ceramide1-phosphate	mesh:C065576	NA	NA	NA
Ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Dihydroceramide	mesh:C109343	NA	NA	NA
Sphinganine	mesh:C005682	NA	NA	NA
Palmitoyl-CoA	mesh:D010171	Palmitoyl Coenzyme A	palmitoyl-CoA	chebi:15525
Serine	mesh:C047902	NA	NA	NA
sphingolipid	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
Ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Sphingomyelin	mesh:D013109	NA	NA	NA
Sphingomyelin	mesh:D013109	NA	NA	NA
Ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
Sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
Sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
phosphate	mesh:D010710	NA	NA	NA
Sphingomyelin	mesh:D013109	NA	NA	NA
