word	source	identifier
Leucocyanidin	MESH	C001532
Dihydroquercetin	MESH	C003377
Naringenin	MESH	C005273
Eriodictyol	MESH	C007619
Cyanidin	MESH	C017154
Delphinidin	MESH	C017185
Leucodelphinidin	MESH	C031451
4-Coumaroyl-CoA	MESH	C058644
Malvidin	MESH	C065861
Pelargonidin	MESH	C066957
Dihydrokaempferol	MESH	C080220
Dihydromyricetin	MESH	C472036
Peonidin	MESH	C473205
Petunidin	MESH	C473206
Anthocyanidins	MESH	D000872
Anthocyanins	MESH	D000872
Leucoanthocyanidins	MESH	D000872
Catechin	MESH	D002392
Epicatechin	MESH	D002392
Malonyl-CoA	MESH	D008316
Stilbene	MESH	D013267
Flavanones	MESH	D044950
Chalcone	MESH	D047188
Chalcones	MESH	D047188
