word	type	identifier
acetyl-CoA	Chemical	MESH:D000105
Acetate	Chemical	MESH:D000085
Pyruvate	Chemical	MESH:D011773
acetyl-CoA	Chemical	MESH:D000105
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
Pyruvate	Chemical	MESH:D011773
Acetaldehyde	Chemical	MESH:D000079
Acetate	Chemical	MESH:D000085
acetyl-CoA	Chemical	MESH:D000105
Ethanol	Chemical	MESH:D000431
Ethanol	Chemical	MESH:D000431
Amino Acid	Chemical	MESH:D000596
acetyl-CoA	Chemical	MESH:D000105
Malnoyl-CoA	Chemical	MESH:C065987
Fatty Acid	Chemical	MESH:D005227
