word	mesh	match	name	chebi
d9-choline	mesh:D002794	Choline	choline	chebi:15354
homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
d3-methionine	mesh:D008715	NA	NA	NA
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
choline	mesh:D002794	Choline	choline	chebi:15354
d3-choline	mesh:D002794	Choline	choline	chebi:15354
CDP-choline	mesh:D003566	Cytidine Diphosphate Choline	CDP-choline	chebi:16436
o methyl	mesh:D010100	Oxygen	dioxygen	chebi:15379
(-CH3)	mesh:C103208	NA	NA	NA
methyl	mesh:C031105	NA	NA	NA
