word	type	identifier
Choline	Chemical	MESH:D002794
Choline	Chemical	MESH:D002794
Leu	Chemical	MESH:C038361
Val	Chemical	MESH:C081489
Amino acid	Chemical	MESH:D000596
Ser	Chemical	MESH:C530429
Gly	Chemical	MESH:C070361
DMG	Chemical	MESH:C060045
Arginine	Chemical	MESH:D001127
Lys	Chemical	MESH:C026591
Met	Chemical	MESH:C034758
Butyrate	Chemical	MESH:D002087
Thr	Chemical	MESH:C055175
Phe	Chemical	MESH:C026650
Oxalocetic acid	Chemical	MESH:D000596
Glucose	Chemical	MESH:D005947
Pyruvate	Chemical	MESH:D011773
Acetyl	Chemical	MESH:C011632
Phenylanine	Chemical	MESH:C109910
TCA	Chemical	MESH:C000589078
Ketone	Chemical	MESH:D007659
Cytidine	Chemical	MESH:D003562
Gly	Chemical	MESH:C070361
Uracil	Chemical	MESH:D014498
