word	mesh	match	name	doid
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV N	mesh:C000657245	NA	NA	NA
SARS-CoV-2 N	mesh:C000657245	NA	NA	NA
SARS-CoV	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
MERS-CoV N  SARS-COVN  SARS-CoV-2 N	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV N	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
MERS-CoV	NA	NA	NA	NA
SARS-CoV-2 N	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV ORF-6  SARS-CoV-2	mesh:C000657245	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
