word	source	identifier
Lathosterol	MESH	C001521
Squalene-2,3-epoxide	MESH	C002821
Farnesyl Pyrophosphate	MESH	C004808
7-dehydrodesmosterol	MESH	C007041
Zymosterol	MESH	C015582
7-dehydrocholesterol	MESH	C016705
Geranylgeraniol	MESH	C017338
24(S),25-epoxycholesterol	MESH	C028358
Zymostenol	MESH	C056855
Cholestadienol	MESH	D002775
Cholesterol	MESH	D002784
Desmosterol	MESH	D003897
Dolichol	MESH	D004286
Farnesol	MESH	D005204
Lanosterol	MESH	D007810
Mevalonic Acid	MESH	D008798
Pyrophosphate	MESH	D011756
Squalene	MESH	D013185
Triparanol	MESH	D014308
Ubiquinone	MESH	D014451
