word	mesh	match	name	chebi
Protein	NA	Protein	a protein	chebi:16541
Peptides	NA	peptides	peptides	chebi:16670
Phenylalanine	NA	phenylalanine	(2S)-2-azaniumyl-3-phenylpropanoate	chebi:58095
Tyrosine	NA	Tyrosine	tyrosine	chebi:18186
Tryptophan	NA	tryptophan	(2S)-2-azaniumyl-3-(1H-indol-3-yl)propanoate	chebi:57912
Cinnamic acid	NA	Cinnamic acid	3-phenylprop-2-enoic acid	chebi:27386
Indole	NA	indole	indole	chebi:35581
Pyruvate	NA	pyruvate	pyruvate	chebi:15361
p-coumaric acid	NA	p-coumaric acid	3-(4-hydroxyphenyl)prop-2-enoic acid	chebi:36090
Citrate	NA	citrate	NA	chebi:133748
Oxaloacetate	NA	oxaloacetate	2-oxobutanedioate	chebi:16452
Carbohydrate	NA	carbohydrate	carbohydrates	chebi:16646
Glucose	NA	Glucose	aldehydo-D-glucose	chebi:42758
Globo-H	NA	Globo-H	a globoside Globo-H (d18:1(4E))	chebi:62649
Lipids	NA	lipids	lipids	chebi:18059
Phospholipid	NA	Phospholipid	a phospholipid derivative	chebi:16247
Hygromycin B	NA	hygromycin B	(1R,2S,3R,5S,6R)-3-azaniumyl-2,6-dihydroxy-5-(methylazaniumyl)cyclohexyl O-6-azaniumyl-6-deoxy-L-glycero-D-galacto-heptopyranosylidene-(1->2-3)-beta-D-talopyranoside	chebi:57971
Artemisin	NA	Artemisin	NA	chebi:2852
Plumieride	NA	Plumieride	NA	chebi:8275
Coniferyl alcohol	NA	Coniferyl alcohol	4-[(1E)-3-hydroxyprop-1-en-1-yl]-2-methoxyphenol	chebi:17745
Stilbenoids	NA	stilbenoids	NA	chebi:26776
Lignans	NA	lignans	NA	chebi:25036
Sesamolinol	NA	Sesamolinol	NA	chebi:9127
Chalcones	NA	chalcones	chalcones	chebi:23086
Resveratrol	NA	Resveratrol	trans-resveratrol	chebi:45713
TCA	NA	TCA	trichloroacetic acid	chebi:30956
2-Oxoglutarate	NA	2-oxoglutarate	2-oxoglutarate	chebi:16810
P-coumaroyltriacetic acid lactone	NA	p-Coumaroyltriacetic acid lactone	4-hydroxy-6-[(3E)-4-(4-hydroxyphenyl)-2-oxobut-3-en-1-yl]-2H-pyran-2-one	chebi:78023
Malate	NA	Malate	(2S)-2-hydroxybutanedioic acid	chebi:30797
Flavonoids	NA	flavonoids	NA	chebi:47916
Succinate	NA	succinate	succinate	chebi:30031
