organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_match
9606	Homo sapiens	Primates	PMS1	PMS1	PMS1	5378	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	PNKP	PNKP	PNKP	11284	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	CASP9	CASP9	CASP9	842	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	VEGFA	VEGFA	VEGFA	7422	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	FANCO	FANCO	RAD51C	5889	ncbigene_synonym	6	10
9606	Homo sapiens	Primates	CHEK1	CHEK1	CHEK1	1111	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	FANCE	FANCE	FANCE	2178	ncbigene_symbol	6	10
9606	Homo sapiens	Primates	Ape	APE	APEX1	328	ncbigene_synonym	6	10
9606	Homo sapiens	Primates	Ape	APE	CCDC88A	55704	ncbigene_synonym	6	10
9606	Homo sapiens	Primates	All	ALL	BCR	613	ncbigene_synonym	6	10
9606	Homo sapiens	Primates	All	A11	IGKV3D-20	28874	ncbigene_synonym	6	10
7955	Danio rerio	Vertebrates	PMS1	PMS1	pms1	368631	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	PNKP	PNKP	pnkp	569462	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	CASP9	CASP9	casp9	492763	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	VEGFA	VEGFA	vegfaa	30682	ncbigene_synonym	6	9
7955	Danio rerio	Vertebrates	FANCO	FANCO	rad51c	450081	ncbigene_synonym	6	9
7955	Danio rerio	Vertebrates	CHEK1	CHEK1	chek1	393162	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	CASPB	CASPB	caspb	259303	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	CASPB	CASPB	caspbl	566185	ncbigene_synonym	6	9
7955	Danio rerio	Vertebrates	FANCE	FANCE	fance	565685	ncbigene_symbol	6	9
7955	Danio rerio	Vertebrates	All	AL1	efna5b	30223	ncbigene_synonym	6	9
