word	mesh	match	name	chebi
Lipoprotein	NA	Lipoprotein	lipoproteins	chebi:6495
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
Lipopolysaccharide	NA	Lipopolysaccharide	NA	chebi:89981
RNA	NA	RNA	RNA	chebi:33697
PERK	NA	PERK	tetrachloroethene	chebi:17300
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
CHOP	NA	ChoP	N,N,N-trimethyl-2-(phosphonooxy)ethanaminium	chebi:18132
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
THA	NA	THA	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosa-6,9,12,15,18,21-hexaenoic acid	chebi:77366
PIP3	NA	PIP3	1-O-(3-sn-phosphatidyl)-1D-myo-inositol 3,4,5-tris(dihydrogen phosphate)	chebi:16618
All	NA	All	allose	chebi:37690
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
