word	mesh	match	name	chebi
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
acyl-CoA	mesh:D000214	NA	NA	NA
alcohol	mesh:D000431	Ethanol	ethanol	chebi:16236
1-acyl	mesh:D000214	NA	NA	NA
1-O-alkyl	mesh:D000476	Alkanesulfonates	alkanesulfonate oxoanion	chebi:134249
1-O-alkyl-G3P	mesh:D000476	Alkanesulfonates	alkanesulfonate oxoanion	chebi:134249
1-O-alkyl-2-acyl-G3P	mesh:C036761	NA	NA	NA
1-O-alkyl-2-acyl-glycerol	mesh:C009233	1-alkyl-2-acyl-3-(3-O-sulfo-beta-D-galactosyl)-sn-glycerol	seminolipid	chebi:79332
1-O-alkyl-2-acyl-GPEtn	mesh:C036761	NA	NA	NA
1-0-(1Z-alkenyl)-2-acyl-glycerol	mesh:C032881	1-oleoyl-sn-glycerol 3-phosphate	lysophosphatidic acid	chebi:62837
1-0-(1Z-alkenyl)-2-acyl-GPEtn	mesh:C112652	NA	NA	NA
1-0-(1Z-alkenyl)-2-acyl-GPCho	mesh:C112652	NA	NA	NA
1-0-alkyl glycerol	mesh:D000476	Alkanesulfonates	alkanesulfonate oxoanion	chebi:134249
