word	type	identifier
Acetyl-CoA	Chemical	MESH:D000105
Lanosterol	Chemical	MESH:D007810
Dehydrodesmosterol Lathosterol	Chemical	MESH:C001521
Desmosterol 7-Dehydrocholesterol	Chemical	MESH:D003897
Cholesterol	Chemical	MESH:D002784
Cholesterol	Chemical	MESH:D002784
Choline	Chemical	MESH:D002794
Choline	Chemical	MESH:D002794
Phosphocholine	Chemical	MESH:D010767
CDP-choline	Chemical	MESH:D003566
Ethanolamine	Chemical	MESH:D004983
Phosphoethanolamine	Chemical	MESH:C005448
Ethanolamine	Chemical	MESH:D004983
CDP-ethanolamine	Chemical	MESH:C006933
