word	mesh	match	name	chebi
D-Galacturonic acid	mesh:C007819	NA	NA	NA
L-Galactonic acid	mesh:C012991	galactonic acid	galactonic acid	chebi:24149
L-Gulonic acid	mesh:C015252	NA	NA	NA
GDP-L-Gulose	mesh:C480160	NA	NA	NA
L-Galactono-1,4-lactone	mesh:C534014	NA	NA	NA
L-Ascorbic acid	mesh:D001205	NA	NA	NA
D-Fructose-6-P	mesh:D005632	Fructose	fructose	chebi:28757
L-Galactose	mesh:D005690	Galactose	galactose	chebi:28260
L-Galactose-1-P	mesh:D005690	Galactose	galactose	chebi:28260
D-Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
L-Gulono-1,4-lactone	mesh:D007783	Lactones	lactone	chebi:25000
D-Mannose-1-P	mesh:D008358	Mannose	D-mannopyranose	chebi:4208
D-Mannose-6-P	mesh:D008358	Mannose	D-mannopyranose	chebi:4208
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UDP-D-Glucuroic acid	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
D-Glucuronic acid	mesh:D020723	NA	NA	NA
D-Glucuronic acid-1-P	mesh:D020723	NA	NA	NA
