word	mesh	match	name	chebi
Succinyl CoA	mesh:C012046	NA	NA	NA
ALA	mesh:D000409	Alanine	alanine	chebi:16449
Aminolevulinic Acid	mesh:D000622	Aminolevulinic Acid	5-aminolevulinic acid	chebi:17549
Coproporphyrinogen	mesh:D003305	Coproporphyrinogens	coproporphyrinogen	chebi:15438
Coproporphyrinogen I	mesh:D003305	Coproporphyrinogens	coproporphyrinogen	chebi:15438
Glycine	mesh:D005998	Glycine	glycine	chebi:15428
Heme	mesh:D006418	heme b	Heme	chebi:26355
Protoporphyrin	mesh:D011524	Protoporphyrins	protoporphyrins	chebi:26361
Uroporphyrinogen	mesh:D014577	Uroporphyrinogens	uroporphyrinogen	chebi:27258
Uroporphyrinogen I	mesh:D014577	Uroporphyrinogens	uroporphyrinogen	chebi:27258
