word	source	identifier
Lactate	MESH	D019344
Glucose	MESH	D005947
Palmitate	MESH	D010168
Glucose-6-phosphate	MESH	D019298
Malonyl-CoA	MESH	D008316
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
TCA	MESH	C000589078
Isocitrate	MESH	D007523
Argininosuccinate	MESH	C042049
Succinate	MESH	D013386
Ketoglutarate Ornithine	MESH	C029743
Arginine	MESH	D001127
Succinyl-CoA	MESH	C012046
NADH	MESH	D009243
Glutamate		
Adenylosuccinate AMP	MESH	C012168
Biliverdin	MESH	D001664
Bilirubin	MESH	D001663
Glutamine	MESH	C578860
