word	source	identifier
D-ribulose	MESH	C100182
acetate	MESH	D000085
N-acetyl-galactosamine	MESH	D000116
alanine	MESH	D000409
ethanol	MESH	D000431
nudeicamino acid	MESH	D000596
arginine	MESH	D001120
aspartate	MESH	D001224
D-fructose	MESH	D005632
D-fructose-6P	MESH	D005632
galactosamine	MESH	D005688
glucosamine	MESH	D005944
D-glucose	MESH	D005947
D-glucose-6P	MESH	D005947
malate	MESH	D008293
pentose phosphate	MESH	D010429
ditydronyacetone phosphate	MESH	D010710
pyruvate	MESH	D011773
UDP	MESH	D014530
UTP	MESH	D014544
glutamate	MESH	D018698
