word	source	identifier
Glucose	MESH	D005947
Halofuginone	MESH	C010176
Tryptophanol		
Sorbitol	MESH	D013012
Fructose	MESH	D005632
NADPH NADP	MESH	D009249
NAD NADH	MESH	D009243
Polyol	MESH	C029873
Glucose-6-phosphate	MESH	D019298
Glutamate Glutamine		
Hexosamine	MESH	D006595
Glucosamine	MESH	D005944
6-phosphate	MESH	D010710
Fructose-6-phosphate	MESH	C027618
Dihydroxy acetone	MESH	D000096
phosphate	MESH	D010710
Glycerol	MESH	D005990
3-phosphate	MESH	D010710
Glyceraldehyde-3-phosphate	MESH	D005986
NADH NAD Phosphatidate	MESH	D009243
Methyglyoxal		
Uridine	MESH	D014529
diphosphate	MESH	D011756
N-acetyl	MESH	C520160
glucosamine	MESH	D005944
hexosamines	MESH	D006595
