word	mesh	match	name	chebi
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
salidroside	mesh:C009172	Salidroside	rhodioloside	chebi:9009
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
glucose-6-phosphate	mesh:D019298	NA	NA	NA
glucose-1-phosphate	mesh:C031590	NA	NA	NA
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
pentose	mesh:D010429	Pentoses	pentose	chebi:25901
phosphate	mesh:D010710	NA	NA	NA
NH2	mesh:D000641	Ammonia	ammonia	chebi:16134
NADPH	mesh:D009249	NA	NA	NA
NADP	mesh:D009249	NA	NA	NA
glutamate	NA	NA	NA	NA
4-hydroxyphenyl- 4-hydroxyphenyl	mesh:C497826	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
L-tyrosine	NA	NA	NA	NA
tyrosol	mesh:C011867	2-(4-hydroxyphenyl)ethanol	4-hydroxyphenylethanol	chebi:1879
acetaldehyde	mesh:D000079	Acetaldehyde	acetaldehyde	chebi:15343
