word	mesh	match	name	chebi
Porphyrin	mesh:D011166	Porphyrins	porphyrins	chebi:26214
chlorophyll	mesh:D002734	NA	NA	NA
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
ribose-5P	mesh:D012266	NA	NA	NA
fructose	mesh:D005632	Fructose	fructose	chebi:28757
glyceradehyde-3P	mesh:D010695	Phlorhizin	phlorizin	chebi:8113
Tryptophan	NA	NA	NA	NA
Tyrosine	NA	NA	NA	NA
Phenylalanine	mesh:C119108	Leu-Phe	leucyl-phenylalanine	chebi:73585
Co-precorrin-4	mesh:C107384	precorrin-4	precorrin 4	chebi:16430
Co-precorrin-5A	mesh:C063209	NA	NA	NA
serine	mesh:C047902	NA	NA	NA
oxaloacetate	mesh:D010071	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
citrate	mesh:C102006	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Co-precorrin-5B	mesh:C107384	precorrin-4	precorrin 4	chebi:16430
succinate	mesh:D013386	Succinates	succinate	chebi:26806
acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Co-precorrin-6A precorrin-6B	mesh:C063209	NA	NA	NA
isocitrate	mesh:D007523	NA	NA	NA
SuC	mesh:C035067	NA	NA	NA
ArgH	mesh:C076685	Arg-Arg	arginylarginine	chebi:73811
Co-precorrin-6B precorrin	mesh:C063209	NA	NA	NA
glutamate	NA	NA	NA	NA
Arginosuccinate	NA	NA	NA	NA
Arginine	mesh:D001127	Arginine Vasopressin	argipressin	chebi:34543
Cobyrinic acid	mesh:C010895	NA	NA	NA
ArgG Arginine	mesh:C076685	Arg-Arg	arginylarginine	chebi:73811
ornithine	mesh:C008973	NA	NA	NA
Cobyrinic acid a,c-diamide	mesh:C526457	NA	NA	NA
ArgABCDE	mesh:C076685	Arg-Arg	arginylarginine	chebi:73811
GSH	mesh:D005978	Glutathione	glutathione	chebi:16856
maltose	mesh:D008320	Maltose	maltose	chebi:17306
