word	mesh	match	name	doid
leukemia	NA	leukemia	leukemia	DOID:1240
Melanoma	NA	melanoma	melanoma	DOID:1909
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
cancer	NA	cancer	cancer	DOID:162
leukemia	NA	leukemia	leukemia	DOID:1240
cancer	NA	cancer	cancer	DOID:162
myeloid leukemia	NA	myeloid leukemia	myeloid leukemia	DOID:8692
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
Hepatitis B	NA	hepatitis B	hepatitis B	DOID:2043
Acute myeloid leukemia	NA	acute myeloid leukemia	acute myeloid leukemia	DOID:9119
