word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
xylose	mesh:D014994	Xylose	xylose	chebi:18222
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
DHA	mesh:C111716	NA	NA	NA
3-P	mesh:D010695	Phlorhizin	phlorizin	chebi:8113
3-P LPA	mesh:C522988	NA	NA	NA
TAG	mesh:C069631	NA	NA	NA
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
acyl-CoA	mesh:D000214	NA	NA	NA
Steroids	mesh:D013256	Steroids	steroid	chebi:35341
OAA Malonyl-CoA	mesh:C000588452	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Fatty acyl-CoA	mesh:D000214	NA	NA	NA
Isocitrate Glyoxylate	mesh:D006038	Glyoxylates	glyoxylates	chebi:51704
Citrate	mesh:C102006	NA	NA	NA
Aconitate	mesh:D000156	Aconitic Acid	aconitic acid	chebi:22211
Enoyl-CoA	mesh:C530366	NA	NA	NA
3-Hydoxyacyl-CoA	mesh:C065987	NA	NA	NA
3-Oxo-Acyl-CoA	mesh:D000214	NA	NA	NA
Acyl-CoA	mesh:D000214	NA	NA	NA
MVA-5P DMAPP GPP GGPP Phytoene Lycopene	mesh:C043060	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Adenosine	mesh:D000241	Adenosine	adenosine	chebi:16335
AMP IMP MVA-5PP IPP-FPPSqualene--Steroids	mesh:D013256	Steroids	steroid	chebi:35341
