word	source	identifier
Jujuboside B	MESH	C540008
neoalbaconol	MESH	C586893
pterostilbene quercetin	MESH	C107773
Ursolic Acid	MESH	C005466
Indole-3-carbinol	MESH	C016517
Quercetin	MESH	D011794
Fisetin	MESH	C017875
Resveratrol	MESH	C059514
Naphthazarin	MESH	C005503
Magnolol	MESH	C005498
Silibinin	MESH	C440975
Thymoquinone	MESH	C003466
Curcumin	MESH	D003474
Neferine	MESH	C057222
EGCG	MESH	C045651
Alisol B monoacetate	MESH	C401295
Tetrahydrocannabinol	MESH	D013759
quercetin	MESH	D011794
eugenol	MESH	D005054
Anthroquinonol		
Plumbagin	MESH	C014758
Oxyresveratrol	MESH	C034912
Gintonin		
Honokiol	MESH	C005499
Pterostilbene	MESH	C107773
Genistein	MESH	D019833
Paclitaxel	MESH	D017239
Cyclovirobuxine D	MESH	C032939
Apigenin	MESH	D047310
18a-Glycyrrhetinic acid	MESH	C119129
Caffeine	MESH	D002110
Celastrol	MESH	C050414
Monanchocidin A	MESH	C554301
Sulforaphane	MESH	C016766
oblongifolin	MESH	C575447
Tocotrienol	MESH	D024508
Seriniquinone		
Oblongifolin C	MESH	C575447
Ginsenoside	MESH	D036145
