word	mesh	match	name	chebi
Glucose	NA	Glucose	aldehydo-D-glucose	chebi:42758
Glucose	NA	Glucose	aldehydo-D-glucose	chebi:42758
Dihydroxyacetone phosphate	NA	dihydroxyacetone phosphate	3-hydroxy-2-oxopropyl phosphate	chebi:57642
Glyceraldehyde-3-phosphate	NA	glyceraldehyde-3-phosphate	2-hydroxy-3-oxopropyl dihydrogen phosphate	chebi:17138
Phosphoribosyl pyrophosphate	NA	phosphoribosyl pyrophosphate	5-O-phosphono-alpha-D-ribofuranose 1-(trihydrogen diphosphate)	chebi:17111
D-Glycerate 3-phosphate	NA	D-glycerate 3-phosphate	(2R)-2-hydroxy-3-(phosphonooxy)propanoic acid	chebi:17794
D-Glycerate 2-phosphate	NA	D-glycerate 2-phosphate	(2R)-3-hydroxy-2-(phosphonooxy)propanoic acid	chebi:17835
Phosphoenolpyruvate	NA	phosphoenolpyruvate	2-(phosphonoatooxy)prop-2-enoate	chebi:58702
Pyruvate	NA	pyruvate	pyruvate	chebi:15361
Citrate	NA	citrate	NA	chebi:133748
cis-aconitate	NA	cis-aconitate	cis-aconitate	chebi:16383
L-aspartate	NA	L-aspartate	L-aspartate	chebi:29991
Oxaloacetate	NA	oxaloacetate	2-oxobutanedioate	chebi:16452
1,3-Bisphospho-D-glycerate	NA	1,3-Bisphospho-D-glycerate	(2R)-2-hydroxy-1-oxopropane-1,3-diyl bis(dihydrogen phosphate)	chebi:16001
Phosphoribosyl pyrophosphate	NA	phosphoribosyl pyrophosphate	5-O-phosphono-alpha-D-ribofuranose 1-(trihydrogen diphosphate)	chebi:17111
D-Glycerate 3-phosphate	NA	D-glycerate 3-phosphate	(2R)-2-hydroxy-3-(phosphonooxy)propanoic acid	chebi:17794
D-Glycerate 2-phosphate	NA	D-glycerate 2-phosphate	(2R)-3-hydroxy-2-(phosphonooxy)propanoic acid	chebi:17835
Phosphoenolpyruvate	NA	phosphoenolpyruvate	2-(phosphonoatooxy)prop-2-enoate	chebi:58702
Pyruvate	NA	pyruvate	pyruvate	chebi:15361
Citrate	NA	citrate	NA	chebi:133748
cis-aconitate	NA	cis-aconitate	cis-aconitate	chebi:16383
L-aspartate	NA	L-aspartate	L-aspartate	chebi:29991
Malate	NA	Malate	(2S)-2-hydroxybutanedioic acid	chebi:30797
Malate	NA	Malate	(2S)-2-hydroxybutanedioic acid	chebi:30797
Oxalosuccinate	NA	Oxalosuccinate	1-oxopropane-1,2,3-tricarboxylic acid	chebi:7815
Fumarate	NA	fumarate	fumarate	chebi:29806
Fumarate	NA	fumarate	fumarate	chebi:29806
Succinate	NA	succinate	succinate	chebi:30031
Succinate	NA	succinate	succinate	chebi:30031
dipicolinate	NA	dipicolinate	dipicolinate	chebi:36167
Glutamate	NA	Glutamate	(2S)-2-aminopentanedioic acid	chebi:16015
Glutamate	NA	Glutamate	(2S)-2-aminopentanedioic acid	chebi:16015
ATP	NA	ATP	ATP	chebi:30616
dipicolinate	NA	dipicolinate	dipicolinate	chebi:36167
ATP	NA	ATP	ATP	chebi:30616
LL-2,6-diaminopimelate	NA	LL-2,6-diaminopimelate	(2S,6S)-2,6-diaminoheptanedioate	chebi:47031
meso-2,6-diaminopimelate	NA	meso-2,6-Diaminopimelate	(2R,6S)-2,6-diaminoheptanedioate	chebi:30308
L-lysine	NA	L-lysine	(2S)-6-amino-2-azaniumylhexanoate	chebi:133538
LL-2,6-diaminopimelate	NA	LL-2,6-diaminopimelate	(2S,6S)-2,6-diaminoheptanedioate	chebi:47031
L-lysine	NA	L-lysine	(2S)-6-amino-2-azaniumylhexanoate	chebi:133538
PPP	NA	PPP	L-prolyl-L-prolyl-L-proline	chebi:73647
DAP	NA	DAP	NA	chebi:135948
