word	mesh	match	name	chebi
NADPH	mesh:D009249	NA	NA	NA
Pentose Phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Ru5P	mesh:D012428	Ruthenium	ruthenium atom	chebi:30682
Phosphoribosyl pyrophosphate	mesh:D010754	Phosphoribosyl Pyrophosphate	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	chebi:17111
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
Glutamate	NA	NA	NA	NA
Purine	mesh:D011687	Purines	purines	chebi:26401
Carbamoyl phosphate	mesh:D002221	Carbamyl Phosphate	carbamoyl phosphate	chebi:17672
5-phosphoribosylamine	mesh:C008891	NA	NA	NA
N-carbamoyl-L-aspartate	NA	NA	NA	NA
Glycinamide ribonucleotide	mesh:C402896	NA	NA	NA
Dihydroorotate	mesh:C004768	dihydroorotic acid	4,5-dihydroorotic acid	chebi:30865
Formylglycinamide ribonucleotide	mesh:C002824	NA	NA	NA
Pyrimidine	mesh:C030986	NA	NA	NA
Formylglycinamidine ribonucleotide	mesh:D012265	Ribonucleotides	ribonucleotide	chebi:26561
Orotidine monophosphate	mesh:C005417	orotidine 5'-phosphate	orotidylic acid	chebi:15842
5-aminoimidazole ribonucleotide	mesh:C031143	NA	NA	NA
Uridine monophosphate	mesh:D014542	Uridine Monophosphate	uridine 5'-monophosphate	chebi:16695
UMP	mesh:D014542	Uridine Monophosphate	uridine 5'-monophosphate	chebi:16695
Carboxyaminoimidazole ribonucleotide	mesh:D012265	Ribonucleotides	ribonucleotide	chebi:26561
Uridine diphosphate	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
Uridine	mesh:D014529	Uridine	uridine	chebi:16704
Uridine triphosphate	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
DUDP	NA	NA	NA	NA
Uracil	mesh:D014498	Uracil	uracil	chebi:17568
Cytidine triphosphate	mesh:D003570	Cytidine Triphosphate	CTP	chebi:17677
DTMP	mesh:D013938	Thymidine Monophosphate	dTMP	chebi:17013
Cytidine diphosphate	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
Inosine monophosphate	mesh:D007291	Inosine Monophosphate	IMP	chebi:17202
Thymidine	mesh:D013936	Thymidine	thymidine	chebi:17748
Cytidine monosphosphate	mesh:D003562	Cytidine	cytidine	chebi:17562
CMP	mesh:D003568	Cytidine Monophosphate	cytidine 5'-monophosphate	chebi:17361
Adenylosuccinate	mesh:C012168	NA	NA	NA
AMPS	mesh:C056288	NA	NA	NA
Xanthosine monophosphate	mesh:C011141	5'-xanthylic acid	xanthosine monophosphate	chebi:15652
Thymine	mesh:D013941	Thymine	thymine	chebi:17821
Cytidine	mesh:D003562	Cytidine	cytidine	chebi:17562
Adenosine monophosphate	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
Guanosine monophosphate	mesh:D006157	Guanosine Monophosphate	guanosine 5'-monophosphate	chebi:17345
GMI	mesh:C553182	NA	NA	NA
ADP	mesh:D000244	NA	NA	NA
Guanosine	mesh:D006151	Guanosine	guanosine	chebi:16750
Adenosine	mesh:D000241	Adenosine	adenosine	chebi:16335
GDP	mesh:D006153	Guanosine Diphosphate	GDP	chebi:17552
Adenine	mesh:D000225	Adenine	adenine	chebi:16708
Guanine	mesh:D006147	Guanine	guanine	chebi:16235
