word	type	identifier
Citrate	Chemical	MESH:C102006
TCA	Chemical	MESH:C000589078
Fatty acid	Chemical	MESH:D005227
Dodecanoic acid	Chemical	MESH:D007850
Lauric acid	Chemical	MESH:D007850
Fatty acid	Chemical	MESH:D005227
3-Hydroxy-cis-5-  octenoylcarnitine	Chemical	MESH:C513617
Tetradecanoic acid	Chemical	MESH:D019814
Myristic acid	Chemical	MESH:D019814
Acylcarnitines	Chemical	MESH:C116917
(22)-6-Hydroxynon	Chemical	MESH:C010192
2-enoylcamitine	Chemical	MESH:C021591
Malate	Chemical	MESH:D008293
Hexadecanoic acid	Chemical	MESH:D019308
Palmitic acid	Chemical	MESH:D019308
Oxaloacetate	Chemical	MESH:D010071
Citrate	Chemical	MESH:C102006
Palmitoleamide	Chemical	NA
Acetyl-CoA	Chemical	MESH:D000105
Octadecanoic acid	Chemical	MESH:D013229
Stearic acid	Chemical	MESH:D013229
y-Linolenic acid	Chemical	MESH:D008042
Octadecenoic acid	Chemical	MESH:C114874
Oleic acid	Chemical	MESH:D009829
Cis-aconitate	Chemical	MESH:C043607
Linoleic acid	Chemical	MESH:D008041
13(S)-HODE	Chemical	MESH:C024348
Oleamide	Chemical	MESH:C029407
Isocitrate	Chemical	MESH:D007523
Hexadecenoic acid	Chemical	MESH:C093821
Palmitoleic acid	Chemical	MESH:C008757
HI	Chemical	MESH:C022870
