word	source	identifier
Adenine	MESH	D000225
Adenosine	MESH	D000241
Ethanol	MESH	D000431
Cysteine	MESH	D003545
L-cysteine	MESH	D003545
Dopamine	MESH	D004298
Adrenaline	MESH	D004837
Estrogen	MESH	D004967
Fatty Acid	MESH	D005227
D-glucuronate	MESH	D005965
Glutathione	MESH	D005978
Guanosine	MESH	D006151
Histamine	MESH	D006632
Homocysteine	MESH	D006710
Aryl Hydrocarbon	MESH	D006838
Noradrenaline	MESH	D009638
Pentose Phosphate	MESH	D010429
Phenylethylamine Ethanol	MESH	D010627
Phenylalanine	MESH	D010649
Phosphate	MESH	D010710
Polyamine	MESH	D011073
Purine Nucleotides	MESH	D011685
Putrescine	MESH	D011700
diphosphate	MESH	D011756
Serotonin	MESH	D012701
Sorbitol	MESH	D013012
Sulfite	MESH	D013447
Superoxide	MESH	D013481
Tryptophan	MESH	D014364
UDP	MESH	D014530
D-xylose	MESH	D014994
