organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
9606	Homo sapiens	Primates	TOR	TOR	RORC	6097	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	AMP	AMP	APRT	353	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	AMP	AMP	MFAP1	4236	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	TSC2	TSC2	TSC2	7249	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	PION	PION	GSAP	54103	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	NOS	NOS	NOS1	4842	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	NOS	NOS	NOS2	4843	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	NOS	NOS	NOS3	4846	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK1	5594	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK3	5595	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK11	5600	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK12	6300	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK13	5603	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK14	1432	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK8	5599	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK9	5601	famplex_relations	12	35	35
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK10	5602	famplex_relations	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	SERPINA3	12	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	ACTG1	71	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	ACTG2	72	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	FHL5	9457	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	ACOT7	11332	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	ACTBL2	345651	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	POTEKP	440915	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Acts	ACT	POTEM	641455	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	cided	CIDED	NLRP1	22861	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	(PAM	PAM	PAM	5066	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	(PAM	PAM	MYCBP2	23077	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	IRS1	IRS1	IRS1	3667	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	PP2A	PP2A	PTPA	5524	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	CTMP	CTMP	THEM4	117145	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	BCR	BCR	BCR	613	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	BCR	BCR	RN7SL263P	106480993	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Syk	SYK	SYK	6850	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	CD19	CD19	CD19	930	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	PEK	PEK	EIF2AK3	9451	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Chla	CHIA	CHIA	27159	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	BCAP	BCAP	PHF11	51131	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	BCAP	BCAP	PIK3AP1	118788	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	Clam	CLAM	CLAM	373073	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	BCM	BCM	TNFRSF17	608	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3CA	5290	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3CB	5291	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3CD	5293	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3CG	5294	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R3	8503	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R4	30849	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R5	23533	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R6	146850	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R1	5295	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PI3K	PI3K	PIK3R2	5296	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PTEN	PTEN	PTEN	5728	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	FOXO	FOXO	FOXO1	2308	famplex_relations	12	35	35
9606	Homo sapiens	Primates	FOXO	FOXO	FOXO3	2309	famplex_relations	12	35	35
9606	Homo sapiens	Primates	FOXO	FOXO	FOXO4	4303	famplex_relations	12	35	35
9606	Homo sapiens	Primates	FOXO	FOXO	FOXO6	100132074	famplex_relations	12	35	35
9606	Homo sapiens	Primates	BRCA1	BRCA1	BRCA1	672	ncbigene_symbol	12	35	35
9606	Homo sapiens	Primates	GYS	GYS	GYS1	2997	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	GYS	GYS	GYS2	2998	famplex_relations	12	35	35
9606	Homo sapiens	Primates	PEPCK	PEPCK	PCK2	5106	ncbigene_synonym	12	35	35
9606	Homo sapiens	Primates	RBL2	RBL2	RBL2	5934	ncbigene_symbol	12	35	35
