word	type	identifier
Phenylalanine	Chemical	MESH:C119108
Catechin	Chemical	MESH:D002392
C4H	Chemical	MESH:D006859
CHI	Chemical	MESH:C084533
(-)-Epicatechin	Chemical	MESH:D002392
(+)-Catechin	Chemical	MESH:D002392
Epicatechin 3-O-glucoside	Chemical	MESH:D002392
Naringenin	Chemical	MESH:C005273
Epicatechin 3-O-glucoside	Chemical	MESH:D002392
Dihydroflavonols	Chemical	MESH:C436146
Leucoanthocyanidins	Chemical	MESH:D000872
Proanthocyanidins	Chemical	MESH:D044945
(-)-Epicatechin	Chemical	MESH:D002392
ATP	Chemical	MESH:D000255
F3H	Chemical	MESH:D006859
F35H	Chemical	MESH:C533290
Cyanidin	Chemical	MESH:C017154
ADP	Chemical	MESH:D000244
Isoflavonoids	Chemical	MESH:D012402
Flavonols	Chemical	MESH:D044948
Anthocyanins	Chemical	MESH:D000872
