word	type	identifier
Sugar	Chemical	MESH:D002241
Galactinol Myo-Inositol	Chemical	MESH:C013536
L-Threonic acid	Chemical	MESH:C011369
Aspartic acid	Chemical	MESH:C403564
Methoxyacetic acid	Chemical	MESH:C013598
Methionine	Chemical	MESH:D008715
Ethylene	Chemical	MESH:D005030
Mannose	Chemical	MESH:D008358
Mannobiose	Chemical	MESH:C014647
Acetic acid	Chemical	MESH:D019342
Ethylene glycol	Chemical	MESH:D019855
Ascorbic acid Mannitol	Chemical	MESH:D008353
Fructose	Chemical	MESH:D005632
Galactaric acid	Chemical	MESH:C000090
Glucopyranose	Chemical	MESH:C013844
Glucose	Chemical	MESH:D005947
Maltose Glucose	Chemical	MESH:D008320
Trehalose	Chemical	MESH:D014199
Lactose	Chemical	MESH:D007785
Oxaloacetate	Chemical	MESH:D010071
Fumarate	Chemical	MESH:D005650
Fructose-6-phosphate	Chemical	MESH:C027618
Fructose-1,6-phosphate	Chemical	MESH:C027618
3-PGA	Chemical	MESH:D011454
Phosphoenolpyruvate	Chemical	MESH:D010728
Pyruvate	Chemical	MESH:D011773
Sucrose	Chemical	MESH:D013395
Pentose phosphate pathway----Ribose	Chemical	MESH:C031154
Glucose	Chemical	MESH:D005947
Acetyl CoA	Chemical	MESH:D000105
TCA	Chemical	MESH:C000589078
Succinate	Chemical	MESH:D013386
Gluconic acid	Chemical	MESH:C030691
Citrate	Chemical	MESH:C102006
Erythritol	Chemical	MESH:D004896
Serine	Chemical	MESH:C047902
Isocitrate	Chemical	MESH:D007523
Glutaric acid	Chemical	MESH:C035736
UDP	Chemical	MESH:D014530
Glucose Glucuronic acid	Chemical	MESH:D020723
Glycerol-3PGlycerol	Chemical	MESH:D005990
Quinic acid Shikimic acid	Chemical	MESH:D012765
Glutamate	Chemical	NA
Ornithine	Chemical	MESH:C008973
Ribonic acid	Chemical	MESH:C032687
Proline	Chemical	MESH:C489032
Phenylalanine	Chemical	MESH:C119108
Tyrosine Tyramine	Chemical	MESH:D014439
Fatty acid	Chemical	MESH:D005227
1,2,4-Butanetriol	Chemical	MESH:C114589
Docosanoic acid	Chemical	MESH:C007547
Arginine	Chemical	MESH:D001127
Glyceric acid	Chemical	MESH:C042971
Dihydroxybutanoic	Chemical	MESH:C021996
Octatriacontyl	Chemical	NA
pentafluoro	Chemical	MESH:C438507
propionate	Chemical	MESH:D011422
Palmitic Acid	Chemical	MESH:D019308
Stearic acid	Chemical	MESH:D013229
