word	mesh	match	name	chebi
ARG	mesh:C545206	NA	NA	NA
5-MTHF	mesh:C032418	NA	NA	NA
CYS	mesh:C082474	NA	NA	NA
Vitamin B9	mesh:D005492	Folic Acid	folic acid	chebi:27470
Vitamin B12	mesh:D014805	Vitamin B 12	cyanocob(III)alamin	chebi:17439
Vitamin B6	mesh:D025101	Vitamin B 6	vitamin B6	chebi:27306
Vitamin C	mesh:D001205	NA	NA	NA
Vitamin E	mesh:D014810	NA	NA	NA
Vitamin A	mesh:C059630	NA	NA	NA
Vitamin D	mesh:D014807	Vitamin D	vitamin D	chebi:27300
Vitamin K	mesh:D014812	Vitamin K	vitamin K	chebi:28384
Phosphate	mesh:D010710	NA	NA	NA
