word	type	identifier
Na	Chemical	MESH:D012964
Ca2+	Chemical	MESH:D002118
Se6216	Chemical	MESH:C013769
TCR	Chemical	MESH:D017260
O ATP	Chemical	MESH:D000255
O NADH	Chemical	MESH:D009243
ATP4	Chemical	MESH:D000255
Amino	Chemical	MESH:D000596
N	Chemical	MESH:D009584
N	Chemical	MESH:D009584
Re	Chemical	MESH:D012211
ATP	Chemical	MESH:D000255
NAADP	Chemical	MESH:C024376
ATP	Chemical	MESH:D000255
Bi	Chemical	MESH:D001729
FB	Chemical	MESH:C556348
Acetyl-Co	Chemical	MESH:D000105
Acyl-CoA C	Chemical	MESH:D000214
Acetyl Co	Chemical	MESH:D000105
THC	Chemical	MESH:D013759
TRAM	Chemical	MESH:C411671
Oxalate	Chemical	MESH:D010070
TCA	Chemical	MESH:C000589078
Phosphatidytinositol	Chemical	NA
