word	type	identifier
Dihydroxyacetone phosphate	Chemical	MESH:D004099
GSSG Glutathione	Chemical	MESH:D019803
Lactoylglutathione	Chemical	MESH:C013585
D-Lactate	Chemical	MESH:D019344
Glucose	Chemical	MESH:D005947
Glucose 6-phosphate	Chemical	MESH:D019298
Urea Arginine	Chemical	MESH:D014508
Ornithine	Chemical	MESH:C008973
Carbamoyl	Chemical	MESH:D002221
Phosphate	Chemical	MESH:D010710
Glutamine	Chemical	MESH:C578860
Fructose 6-phosphate	Chemical	MESH:C027618
Fructose 1,6-bisphosphate	Chemical	MESH:C029063
Glyceraldehyde 3-phosphate	Chemical	MESH:D005986
ENO	Chemical	MESH:C095157
Phosphoenolpyruvate	Chemical	MESH:D010728
Pyruvate	Chemical	MESH:D011773
Lactate	Chemical	MESH:D019344
Argininosuccinate	Chemical	MESH:C042049
UREA	Chemical	NA
Amino Acid	Chemical	MESH:D000596
Keto Acid	Chemical	MESH:D007651
Aspartate	Chemical	NA
Glucose 6-phosphate	Chemical	MESH:D019298
Ribose 5-phosphate Xylulose 5-phosphate	Chemical	MESH:C031625
Glyceraldehyde 3-phosphate	Chemical	MESH:D005986
Sedoheptulose	Chemical	MESH:C003011
7-phosphate	Chemical	MESH:D010710
6-Phosphogluconolactone	Chemical	MESH:C114004
Fructose 6-Phosphate	Chemical	MESH:C027618
4-phosphate	Chemical	MESH:D010710
6-phosphogluconate	Chemical	MESH:C008884
Ribulose 5-phosphate	Chemical	MESH:C031524
Folate Cysteine	Chemical	MESH:D005492
Glycine	Chemical	MESH:D005998
Serine	Chemical	MESH:C047902
5,10-methylene	Chemical	MESH:D008752
Pyruvate	Chemical	MESH:D011773
Acetyl-CoA	Chemical	MESH:D000105
Monone	Chemical	NA
Oxaloacetate	Chemical	MESH:D010071
5-methyl-THF Methionine	Chemical	MESH:C006461
Homocystiene SAH	Chemical	MESH:C583866
TCA	Chemical	MESH:C000589078
Itaconate	Chemical	MESH:C005229
cis-Aconitate	Chemical	MESH:C043607
Succinyl-CoA	Chemical	MESH:C012046
Succinate	Chemical	MESH:D013386
Lysine	Chemical	MESH:C114808
Tryptophan	Chemical	NA
Acetoacetate	Chemical	MESH:D000090
BOH	Chemical	NA
Hydroxybutyrate	Chemical	MESH:D006885
Glutaryl-CoA	Chemical	MESH:C015901
Crontonyl-CoA	Chemical	MESH:C065987
Hydrates	Chemical	MESH:C034930
Hydroxybutyryl-CoA	Chemical	MESH:C074884
Acetoacetyl-CoA	Chemical	MESH:C010667
Isoleucine AMINO ACID	Chemical	MESH:C043801
Methylbutyryl-CoA	Chemical	MESH:C119881
Tiglyl-CoA	Chemical	MESH:C033618
HGM-COA Leucine	Chemical	MESH:C479798
Acetyl-CoA ACC Malonyl-CoA	Chemical	MESH:D008316
Acetyl-CoA	Chemical	MESH:D000105
VB Methylmalonyl-CoA	Chemical	MESH:C015357
Methyl-1-hydroxy-p-Hydroxyisobutyryl-CoA	Chemical	MESH:C065987
Methionine	Chemical	MESH:D008715
butyryl-CoA	Chemical	MESH:C024343
Propionyl-CoA Ketoacyl-CoA	Chemical	MESH:C009061
Acyl-CoA	Chemical	MESH:D000214
carbon	Chemical	MESH:D002244
Valine	Chemical	MESH:C521924
Isobutyryl-CoA	Chemical	MESH:C050106
TECH	Chemical	MESH:C065900
Propionyl-CoA	Chemical	MESH:C009061
Trans-2-Enol-CoA	Chemical	MESH:C405611
Hydroxyacyl-CoA  FATTY ACID	Chemical	MESH:D005227
Fatty Acids	Chemical	MESH:D005227
Acyl-CoAs	Chemical	MESH:D000214
Glutamine	Chemical	MESH:C578860
Glutamate	Chemical	NA
Acyl-CoAs	Chemical	MESH:D000214
