word	mesh	match	name	chebi
3-Dehydro-sphinganine	mesh:C005682	NA	NA	NA
Dihydro-ceramide	mesh:C109343	NA	NA	NA
Ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Gal-ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Glc-ceramide	mesh:D002518	Ceramides	ceramide	chebi:17761
Lactosylceramide	mesh:D007790	Lactosylceramides	beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine	chebi:17950
L-Serine	mesh:D012694	Serine	L-serine	chebi:17115
Serine	mesh:D012694	Serine	L-serine	chebi:17115
Sphingolipid delta-4	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
Dihydro-sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
Sulfatide	mesh:D013433	Sulfoglycosphingolipids	sulfoglycosphingolipid	chebi:36477
tartrate	mesh:D013644	NA	NA	NA
