organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_match
7227	Drosophila melanogaster	Invertebrates	fon	FON	fon	35211	ncbigene_symbol	4	6
7227	Drosophila melanogaster	Invertebrates	fon	FON	fon	35211	ncbigene_synonym	4	6
7227	Drosophila melanogaster	Invertebrates	ait	AIT	Ca-alpha1T	31550	ncbigene_synonym	4	6
7227	Drosophila melanogaster	Invertebrates	ter	TER	ter	252811	ncbigene_symbol	4	6
7227	Drosophila melanogaster	Invertebrates	ter	TER	term	47208	ncbigene_synonym	4	6
7227	Drosophila melanogaster	Invertebrates	GOM	GOM	gom	43934	ncbigene_symbol	4	6
7227	Drosophila melanogaster	Invertebrates	cycle	CYCLE	CycE	34924	ncbigene_synonym	4	6
7227	Drosophila melanogaster	Invertebrates	cycle	CYCLE	cyc	40162	ncbigene_synonym	4	6
7227	Drosophila melanogaster	Invertebrates	logo	LOGO	logo	252132	ncbigene_symbol	4	6
9606	Homo sapiens	Primates	fon	FON	ZNHIT2	741	ncbigene_synonym	3	7
9606	Homo sapiens	Primates	ait	AIT	SLC5A8	160728	ncbigene_synonym	3	7
9606	Homo sapiens	Primates	EPR	EPR	EREG	2069	ncbigene_synonym	3	7
9606	Homo sapiens	Primates	ter	TER	TERC	7012	ncbigene_synonym	3	7
9606	Homo sapiens	Primates	ter	TER	TECR	9524	ncbigene_synonym	3	7
9606	Homo sapiens	Primates	SNHG29	SNHG29	SNHG29	125144	ncbigene_symbol	3	7
9606	Homo sapiens	Primates	ZFAS1	ZFAS1	ZFAS1	441951	ncbigene_symbol	3	7
9606	Homo sapiens	Primates	GAS5	GAS5	GAS5	60674	ncbigene_symbol	3	7
