word	type	identifier
cholesterol	Chemical	MESH:D002784
Triacylglycerol	Chemical	MESH:D014280
Arginine	Chemical	MESH:D001127
Arginine	Chemical	MESH:D001127
Ornithine	Chemical	MESH:C008973
Glycine	Chemical	MESH:D005998
Argininosuccinate	Chemical	MESH:C042049
Guanidinoacetate	Chemical	MESH:C004946
Creatine	Chemical	MESH:D003401
Phosphocreatinef Glucose-6-P-Glucose-1-P	Chemical	MESH:D005947
Creatinine	Chemical	MESH:D003404
ATP	Chemical	MESH:D000255
Fructose	Chemical	MESH:D005632
Glucose	Chemical	MESH:D005947
fatty acids	Chemical	MESH:D005227
Fructose-6-P	Chemical	MESH:D005632
Lactate	Chemical	MESH:D019344
Fatty acid	Chemical	MESH:D005227
Methionine	Chemical	MESH:D008715
Glycine	Chemical	MESH:D005998
Cystathionine	Chemical	MESH:D003540
Cysteine	Chemical	MESH:D003545
GSH	Chemical	MESH:D005978
GSSG	Chemical	MESH:D019803
TCA	Chemical	MESH:C000589078
