word	type	identifier
Amino Acids	Chemical	MESH:D000596
Fatty acids	Chemical	MESH:D005227
Palmitic Acid	Chemical	MESH:D019308
Docosahexaenoic acid	Chemical	MESH:D004281
Oleic Acid	Chemical	MESH:D009829
HETE	Chemical	MESH:D006893
Stigmasterol Linoleic acid	Chemical	MESH:D013265
Eicosapentaenoic acid Lycopene Phytoene	Chemical	MESH:C100185
Arachidonic acid	Chemical	MESH:D001095
S-Sulfo-L-cysteine	Chemical	MESH:D003545
L-Argininosuccinate	Chemical	MESH:C042049
L-Hydroxyproline	Chemical	NA
N-Acetylornithine	Chemical	MESH:D009584
L-Cystine	Chemical	MESH:D003553
Lactose	Chemical	MESH:D007785
Mannose 1-phosphate	Chemical	MESH:C047217
sugars	Chemical	MESH:D002241
Gluconolactone	Chemical	MESH:C010730
Zeaxanthin	Chemical	MESH:D065146
Canthaxanthin	Chemical	MESH:D016644
Astaxanthin	Chemical	MESH:C005948
DMADP CDP ME  CDP MEP	Chemical	MESH:D003565
ALA	Chemical	MESH:C114767
HMBPP-MECDP  MePPIX	Chemical	MESH:C467061
PPIX	Chemical	MESH:C028025
FePPIN	Chemical	MESH:D007501
8-divinyl	Chemical	MESH:C031763
Terpenoid	Chemical	MESH:D013729
