word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucose-6-phosphate	mesh:D019298	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
ribose	mesh:D012266	NA	NA	NA
phosphoglycerate	mesh:C008885	NA	NA	NA
Serine	mesh:C047902	NA	NA	NA
D-2-hydroxyglutarate	mesh:C019417	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
Ornithine	mesh:C008973	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Oxaloacetic acid	mesh:D062907	Oxaloacetic Acid	oxaloacetic acid	chebi:30744
Proline	mesh:C489032	Ile-Pro-Pro	isoleucyl-prolyl-proline	chebi:158716
Aspartate	NA	NA	NA	NA
Arginine	mesh:D001127	Arginine Vasopressin	argipressin	chebi:34543
Urea	mesh:D014508	Urea	urea	chebi:16199
Argininosuccinate	mesh:C042049	NA	NA	NA
Asparagine	mesh:C050801	NA	NA	NA
