word	mesh	match	name	chebi
aspartate	NA	NA	NA	NA
carbamoyl	mesh:D002221	Carbamyl Phosphate	carbamoyl phosphate	chebi:17672
phosphate	mesh:D010710	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ribose-5-phosphate	mesh:C031626	ribose phosphate	ribose-5-phosphate	chebi:26562
carbamoy dihydroorotose	NA	NA	NA	NA
Nucleosides	mesh:D009705	Nucleosides	nucleoside	chebi:33838
nucleotides	mesh:D009711	Nucleotides	nucleotide	chebi:36976
nbose-5-phosphate	mesh:D010710	NA	NA	NA
carbamoy dihydroarotose	NA	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
Dihydro-orotate	mesh:D009963	NA	NA	NA
uracil	mesh:D014498	Uracil	uracil	chebi:17568
orotidine	mesh:C008714	NA	NA	NA
oratidine	NA	NA	NA	NA
GDP	mesh:D006153	Guanosine Diphosphate	GDP	chebi:17552
unidine	NA	NA	NA	NA
uridine	mesh:D014529	Uridine	uridine	chebi:16704
GDP uridine	mesh:D006153	Guanosine Diphosphate	GDP	chebi:17552
ADP	mesh:D000244	NA	NA	NA
ATP 8186158	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
