word	source	identifier
flavonoids	MESH	D005419
Ca	MESH	D002118
sucrose	MESH	D013395
H	MESH	D006859
O	MESH	D013481
glucose	MESH	D005947
TCA	MESH	C000589078
Mg2	MESH	D008274
Fe	MESH	D007501
citrate	MESH	C102006
Mn2	MESH	D008345
phosphoenolpyruvate	MESH	D010728
ATP	MESH	D000255
Zn	MESH	D015032
oxaloacetate	MESH	D010071
pyruvate	MESH	D011773
malate	MESH	D008293
Acetyl-CoA	MESH	D000105
Sul	MESH	D013444
Mo0	MESH	D008982
fatty acid	MESH	D005227
PHB	MESH	C514366
NH	MESH	D000641
glutamate		
aspartate		
glutamine	MESH	C578860
asparagine	MESH	C050801
