word	type	identifier
Met	Chemical	MESH:C034758
Trp	Chemical	MESH:C509690
Met	Chemical	MESH:C034758
Trp	Chemical	MESH:C509690
Phe	Chemical	MESH:C026650
Gly	Chemical	MESH:C070361
Thr	Chemical	MESH:C055175
Met	Chemical	MESH:C034758
phosphate	Chemical	MESH:D010710
Glu	Chemical	MESH:C094686
Phe	Chemical	MESH:C026650
phosphate	Chemical	MESH:D010710
Phenylpyruvate 1-Pyrroline-5-carboxylate	Chemical	MESH:C015485
Glu	Chemical	MESH:C094686
Met	Chemical	MESH:C034758
Phe	Chemical	MESH:C026650
Cys	Chemical	MESH:C046557
Ser	Chemical	MESH:C530429
Gly	Chemical	MESH:C070361
Glu	Chemical	MESH:C094686
Cys	Chemical	MESH:C046557
Pyruvate	Chemical	MESH:D011773
TCA	Chemical	MESH:C000589078
Cys	Chemical	MESH:C046557
Tyr	Chemical	MESH:C042696
Phe	Chemical	MESH:C026650
Phenylpyruvate	Chemical	MESH:C031606
Glu	Chemical	MESH:C094686
Tyr	Chemical	MESH:C042696
1-Pyrroline-5-carboxylate	Chemical	MESH:C015485
