word	source	identifier
Sucrose	MESH	D013395
Glucose	MESH	D005947
Threonic acid	MESH	C011369
Fructose	MESH	D005632
Lutein	MESH	D014975
Galactose	MESH	D005690
Glucuronie acid	MESH	D000596
CH	MESH	C103208
Amino acid	MESH	D000596
Glyceraldehyde	MESH	D005985
Serine	MESH	C047902
Adoritol		
Tryptophan		
Phenylpropanoid	MESH	C520402
Phenylalanine	MESH	C119108
Tricafeoylquinic acid	MESH	D000596
Threonine	MESH	C061951
Glycine	MESH	D005998
Phosphoenol	MESH	C015443
Pyruvate	MESH	D011773
Shikimic acid	MESH	D012765
Quinic acid	MESH	D011801
Tyrsine		
Naringenin70ghucoside	MESH	C005273
Naringenin dihenoside	MESH	C005273
Coumaroyl CoA	MESH	C058644
Valine	MESH	C521924
Lactic acid	MESH	D019344
Isoleucine	MESH	C043801
Naringenin	MESH	C005273
Feruloyl tyramine	MESH	D014439
Esculeoside	MESH	C530544
Leucine	MESH	C038361
Kaempterol rutinoside	MESH	D012431
Kaempferol rutinoside	MESH	C492687
pentoside		
Acetyl CoA	MESH	D000105
Cholesterol	MESH	D002784
Tomatoside A	MESH	C104479
Quercetin rutinoside	MESH	D012431
Fatty acids	MESH	D005227
Quercetin nutinoside	MESH	D011794
Malic acid	MESH	C030298
Citric acid	MESH	D019343
Quercetin	MESH	D011794
TCA	MESH	C000589078
Stearic acid	MESH	D013229
Fumaric acid	MESH	C032005
Glutamine	MESH	C578860
Aspartic acid	MESH	C403564
Succinic acid	MESH	D019802
Glutamic acid	MESH	C030030
GABA	MESH	D005680
Propanoic acid	MESH	D011422
tris	MESH	C053576
dihydrocaffeoy		
spermine	MESH	D013096
Asparagine	MESH	C050801
Caffeoyl putrescine	MESH	D011700
Arginine	MESH	D001127
