word	type	identifier
Pyruvate	Chemical	MESH:D011773
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
3-hydroxypropionic acid	Chemical	MESH:C031601
NADH	Chemical	MESH:D009243
NADP	Chemical	MESH:D009249
NADPH	Chemical	MESH:D009249
Acetaldehyde	Chemical	MESH:D000079
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
H	Chemical	MESH:D006859
NADPH	Chemical	MESH:D009249
H	Chemical	MESH:D006859
Malonyl semialdehyde	Chemical	MESH:D008316
Acetate	Chemical	MESH:D000085
NADP	Chemical	MESH:D009249
ATP	Chemical	MESH:D000255
NAD(P)H	Chemical	MESH:D009243
H	Chemical	MESH:D006859
AMP	Chemical	MESH:D000249
NADPH	Chemical	MESH:D009249
H	Chemical	MESH:D006859
NAD	Chemical	MESH:D009243
Acetyl-CoA	Chemical	MESH:D000105
CO2 ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Malonyl	Chemical	MESH:D008316
D-Arabitol	Chemical	MESH:C014999
