word	mesh	match	name	chebi
succinyl	mesh:C035687	NA	NA	NA
CoA	mesh:C065987	NA	NA	NA
glycine	mesh:D005998	Glycine	glycine	chebi:15428
ALA	mesh:C114767	NA	NA	NA
Alcohol	mesh:D000431	Ethanol	ethanol	chebi:16236
estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
iron	mesh:D007501	Iron	iron atom	chebi:18248
Heme	mesh:D006418	heme b	Heme	chebi:26355
aminolevulinic acid	mesh:D000622	Aminolevulinic Acid	5-aminolevulinic acid	chebi:17549
porphobilinogen	mesh:D011162	Porphobilinogen	porphobilinogen	chebi:17381
Iron	mesh:D007501	Iron	iron atom	chebi:18248
hydroxymethylbilane	mesh:C024393	NA	NA	NA
protoporphyrin	mesh:D011524	Protoporphyrins	protoporphyrins	chebi:26361
