word	type	identifier
Acetyl CoA	Chemical	MESH:D000105
Acetyl-CoA	Chemical	MESH:D000105
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Acetate	Chemical	MESH:D000085
Ca 05480	Chemical	MESH:D002118
Ca 10052	Chemical	MESH:D002118
Ca 08401	Chemical	MESH:D002118
Glucose	Chemical	MESH:D005947
Ca 15348	Chemical	MESH:D002118
Ca 02027	Chemical	MESH:D002118
Galactose	Chemical	MESH:D005690
Dihydrolipoamide	Chemical	MESH:C007409
Glucose	Chemical	MESH:D005947
Ca 05924	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Ca 05924	Chemical	MESH:D002118
Ca 10559	Chemical	MESH:D002118
Glucose	Chemical	MESH:D005947
Glucose-6-phosphate	Chemical	MESH:D019298
Ca 10559	Chemical	MESH:D002118
Glucose-6-phosphate	Chemical	MESH:D019298
GPIB-D-Fructose 6P	Chemical	MESH:D005632
Glycerone-P	Chemical	MESH:C003037
S-Acetyl di	Chemical	MESH:C012944
hydrolipoamide	Chemical	NA
D-Sorbitol	Chemical	MESH:D013012
Oxaloacetate	Chemical	MESH:D010071
Aldehyde	Chemical	MESH:D000447
Ca	Chemical	MESH:D002118
Glycerol	Chemical	MESH:D005990
Ca	Chemical	MESH:D002118
Ca 03055	Chemical	MESH:C047360
Dihydro Lipoamide	Chemical	MESH:C013091
lipoamide	Chemical	MESH:C013091
Co,08339	Chemical	MESH:C065987
Ca 10439	Chemical	MESH:D002118
Ca 02616	Chemical	MESH:D002118
Triosephosphate	Chemical	NA
Ca 05041	Chemical	MESH:D002118
Ca 09843	Chemical	MESH:D002118
Pyruvate	Chemical	MESH:D011773
Ca 11524	Chemical	MESH:D002118
Phosphoenolpyruvate	Chemical	MESH:D010728
Ca_03341	Chemical	MESH:D002118
Aldehyde	Chemical	MESH:D000447
D-Glucose	Chemical	MESH:D005947
Pyruvate orthophosphate Co 06801	Chemical	MESH:D010710
Ca 06801	Chemical	MESH:D002118
Ko 05041	Chemical	MESH:C071221
D-Mannose	Chemical	MESH:D008358
D-Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
Phosphoglycerate	Chemical	MESH:C008885
Ca	Chemical	MESH:D002118
Fructose	Chemical	MESH:D005632
Ca 05550	Chemical	MESH:D002118
Ca 05550	Chemical	MESH:D002118
Ca 15425	Chemical	MESH:C033566
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Glyceraldehyde	Chemical	MESH:D005985
ENO	Chemical	MESH:C095157
Acetaldehyde	Chemical	MESH:D000079
Ca 00374	Chemical	MESH:D002118
Ca 22673	Chemical	MESH:D002118
Ca 05041	Chemical	MESH:D002118
Ca 09843	Chemical	MESH:D002118
Pyruvate	Chemical	MESH:D011773
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
2-Hydroxy Pyruvate	Chemical	MESH:D011773
ethyl	Chemical	MESH:C007650
Ca 11318	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Ca 08775	Chemical	MESH:D002118
Ca 00374	Chemical	MESH:D002118
Pyruvate	Chemical	MESH:D011773
Ca 09526	Chemical	MESH:D002118
Ca 09253	Chemical	MESH:D002118
Phosphoenol pyruvate	Chemical	MESH:C015443
Ca 06556	Chemical	MESH:D002118
Ca 12631	Chemical	MESH:D002118
Ca 00753	Chemical	MESH:D002118
Ca 04408	Chemical	MESH:D002118
Ca 06556	Chemical	MESH:D002118
Pyruvate	Chemical	MESH:D011773
D-Mannitol	Chemical	MESH:D008353
Ca	Chemical	MESH:D002118
Ca 14808	Chemical	MESH:D002118
Fructose	Chemical	MESH:D005632
Glyceraldehyde-3-phosphate	Chemical	MESH:D005986
Ca 13389	Chemical	MESH:D002118
Ca 13389	Chemical	MESH:D002118
Histidine acid	Chemical	MESH:C115717
Phosphoglycerate	Chemical	MESH:C008885
Pyruvate	Chemical	MESH:D011773
