word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Acetyl	mesh:C011632	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
TCA	mesh:C000589078	NA	NA	NA
Citrate	mesh:C102006	NA	NA	NA
FA	mesh:D005446	Fluocinolone Acetonide	fluocinolone acetonide	chebi:31623
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
CAMP	mesh:C106170	NA	NA	NA
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
