word	mesh	match	name	chebi
Warfarin-S-S	mesh:D014859	Warfarin	warfarin	chebi:10033
Vitamin K	mesh:D014812	Vitamin K	vitamin K	chebi:28384
hydroquinone	mesh:D006873	Hydroquinones	hydroquinones	chebi:24646
Warfarin	mesh:D014859	Warfarin	warfarin	chebi:10033
NAD(P)+	mesh:D009243	NAD	NAD(+)	chebi:15846
Quinone	mesh:D011809	Quinones	quinone	chebi:36141
NADP	mesh:D009249	NA	NA	NA
NAD(P)H	mesh:D009243	NAD	NAD(+)	chebi:15846
Vitamin K quninone	mesh:D014812	Vitamin K	vitamin K	chebi:28384
epoxide	mesh:D004852	NA	NA	NA
Warfarin-SH-SH	mesh:C014393	NA	NA	NA
