word	source	identifier
Uronate	MESH	C018604
gluconate	MESH	D005942
glucuronate	MESH	D005965
01562O	MESH	D013481
D-glucopyranuronate	MESH	C018604
aldehydo-D-glucuronate	MESH	D005965
5-dehydro-4-deoxyglucarate	MESH	C063018
UxaC01623	MESH	D002244
2-hydroxy-3-oxopropionate	MESH	C568307
00457O	MESH	D013481
D-mannonate	MESH	C014078
00459 O	MESH	D013481
2-dehydro 3-deoxy D-gluconate	MESH	C045553
2-PD-glycerate	MESH	C490048
Phosphoenolpyruvate	MESH	D010728
D-glyceraldehyde 3-P	MESH	D005985
pyruvate	MESH	D011773
3-PD-glyceroyl-P	MESH	C485581
3-P D-glycerate	MESH	C005156
Ng-S-acetyl-dehydrolipoyl	MESH	C081603
Ng-dehydrolipoyl	MESH	C081603
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
