word	mesh	match	name	chebi
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
NADPH	mesh:D009249	NA	NA	NA
NADP	mesh:D009249	NA	NA	NA
Gluconate-6-P	mesh:D005942	Gluconates	gluconates	chebi:33804
Glucose-6-P	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
ADP	mesh:D000244	NA	NA	NA
Carbon	mesh:D002244	Carbon	carbon atom	chebi:27594
sugar	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
Fructose-6-P	mesh:D005632	Fructose	fructose	chebi:28757
PolyP	mesh:C017937	NA	NA	NA
Manose-6-P	mesh:D010695	Phlorhizin	phlorizin	chebi:8113
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Ribulose-5-P	mesh:C100182	NA	NA	NA
Glycerol-3-P	mesh:D005990	Glycerol	glycerol	chebi:17754
Glyceraldehyde-3-P	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
Dihydroxyacetone	mesh:D004098	Dihydroxyacetone	dihydroxyacetone	chebi:16016
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Biphosphoglycerate	mesh:C015891	NA	NA	NA
Amino-acid	mesh:D000596	NA	NA	NA
2-Acyl Glycerol-3-P	mesh:C032881	1-oleoyl-sn-glycerol 3-phosphate	lysophosphatidic acid	chebi:62837
Succinate semialdehyde	mesh:D013386	Succinates	succinate	chebi:26806
Phosphatidic acid	mesh:D010712	Phosphatidic Acids	phosphatidic acid	chebi:16337
Pyruvate	mesh:D011773	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Diacylglycerol	mesh:D004075	Diglycerides	diglyceride	chebi:18035
Oxalacetate	NA	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Citrate	mesh:C102006	NA	NA	NA
2-Oxoglutarate	mesh:C029743	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
Acyl-ACP	mesh:C053078	L-2-amino-4-chloropent-4-enoic acid	2-amino-4-chloro-4-pentenoic acid	chebi:15885
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
TAG	mesh:C069631	NA	NA	NA
Methyl-malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Acyl-CoA	mesh:D000214	NA	NA	NA
Propionyl-CoA	mesh:C009061	propionyl-CoA	propionyl-coenzyme A	chebi:15539
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Nitrogen	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
NADH FADH	mesh:C058805	FADH2	1,5-dihydro-FAD	chebi:17877
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
