word	source	identifier
Apigenin	MESH	D047310
Genistein	MESH	D019833
Resveratrol	MESH	C059514
Glucose Forskalin	MESH	D005947
Phloretin	MESH	D010693
Adriamycin	MESH	D004317
Phloretin Camptothecin	MESH	D010693
Quercetin Etoposide	MESH	D005047
Ritonavir	MESH	D019438
Lactate	MESH	D019344
Silibilin		
Lopinavir Genistein	MESH	D061466
Benzylserine	MESH	C521837
Glucose	MESH	D005947
Glucose-6-P	MESH	D005947
Citrate	MESH	C102006
ATP	MESH	D000255
DHAP	MESH	C017202
Glutamine	MESH	C578860
Gossypol	MESH	D006072
1,3-BPG	MESH	C091495
Salicylates	MESH	D012459
Glutamate		
PGM1004A	MESH	C109268
ENO	MESH	C095157
Fructose	MESH	D005632
Acetyl	MESH	C011632
IPyruvate		
DCA	MESH	C048628
TCA	MESH	C000589078
Metformin	MESH	D008687
Phenformin	MESH	D010629
Rotenone	MESH	D012402
Amobarbital	MESH	D000654
Oxamate	MESH	C109929
Quinlone-3- sulfonamide	MESH	D013449
Galloflavin	MESH	C572336
TTFA	MESH	D013804
Antimycin A	MESH	C032456
Myxothiazol	MESH	C030517
