word	mesh	match	name	chebi
2-phosphoglycerate	mesh:C008885	NA	NA	NA
succinyl-CoA	mesh:C012046	NA	NA	NA
fructose-1,6-bisphosphate	mesh:C029063	keto-D-fructose 1,6-bisphosphate	fructose-1,6-diphosphate	chebi:16905
malyl-CoA	mesh:C042519	3-carboxy-3-hydroxypropanoyl-CoA	malyl-coenzyme A	chebi:137700
acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
aconitate	mesh:D000156	Aconitic Acid	aconitic acid	chebi:22211
METHANOL	mesh:D000432	Methanol	methanol	chebi:17790
methanol	mesh:D000432	Methanol	methanol	chebi:17790
cysteine methionine	mesh:D003545	Cysteine	cysteine	chebi:15356
dipeptides	mesh:D004151	Dipeptides	dipeptide	chebi:46761
formaldehyde	mesh:D005557	Formaldehyde	formaldehyde	chebi:16842
formate	mesh:D005561	NA	NA	NA
fructose-6-P	mesh:D005632	Fructose	fructose	chebi:28757
fumarate	mesh:D005650	NA	NA	NA
6-P-gluconate	mesh:D005942	Gluconates	gluconates	chebi:33804
gluconate	mesh:D005942	Gluconates	gluconates	chebi:33804
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glucose-6-P	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
glycerol-3-P	mesh:D005990	Glycerol	glycerol	chebi:17754
glycine	mesh:D005998	Glycine	glycine	chebi:15428
glyoxylate	mesh:D006038	Glyoxylates	glyoxylates	chebi:51704
homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
isocitrate	mesh:D007523	NA	NA	NA
malate	mesh:D008293	Malates	malate	chebi:25115
pyruvate malate	mesh:D008293	Malates	malate	chebi:25115
cysteine methionine	mesh:D008715	NA	NA	NA
monosaccharides	mesh:D009005	Monosaccharides	monosaccharide	chebi:35381
oxalate	mesh:D010070	Oxalates	oxalate	chebi:132952
oxaloacetate	mesh:D010071	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
serine	mesh:D012694	Serine	L-serine	chebi:17115
succinate	mesh:D013386	Succinates	succinate	chebi:26806
sulfide	mesh:D013440	NA	NA	NA
sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
taurine	mesh:D013654	Taurine	taurine	chebi:15891
thiamine	mesh:D013831	Thiamine	thiamine(1+)	chebi:18385
urea	mesh:D014508	Urea	urea	chebi:16199
lactate	mesh:D019344	NA	NA	NA
phosphonate	mesh:D063065	NA	NA	NA
