word	mesh	match	name	chebi
Dimethylglycine	mesh:C025138	N,N-dimethylglycine	dimethylglycine	chebi:17724
dimethylglycine	mesh:C025138	N,N-dimethylglycine	dimethylglycine	chebi:17724
Pyrimidines	mesh:C030986	NA	NA	NA
Choline	mesh:D002794	Choline	choline	chebi:15354
folate	mesh:D005492	Folic Acid	folic acid	chebi:27470
Folic acid	mesh:D005492	Folic Acid	folic acid	chebi:27470
glycine	mesh:D005998	Glycine	glycine	chebi:15428
Homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
Methionine	mesh:D008715	NA	NA	NA
S-adenosylmethionine	mesh:D012436	NA	NA	NA
DTMP	mesh:D013938	Thymidine Monophosphate	dTMP	chebi:17013
