word	mesh	match	name	chebi
Oxalacetate	NA	NA	NA	NA
Ethanol Pyruvate	mesh:D000431	Ethanol	ethanol	chebi:16236
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Citrate	mesh:C102006	NA	NA	NA
ketoglutarate	mesh:C029743	NA	NA	NA
Glutamate	NA	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
sterols	mesh:D013261	Sterols	sterol	chebi:15889
Astaxanthin	mesh:C005948	astaxanthin	astaxanthine	chebi:40968
