word	source	identifier
5-methyl THF	MESH	C006461
Glutathione	MESH	D005978
Glutamylcysteine	MESH	C017341
Cysteine	MESH	D003545
Cystathionine	MESH	D003540
Homocysteine	MESH	D006710
Purine	MESH	D011687
thymidine	MESH	D013936
formyl THF	MESH	C006461
Glutamate		
10-methylene THF	MESH	C006461
GTP	MESH	D006160
ATP	MESH	D000255
Methyl	MESH	C031105
Methionine	MESH	D008715
Serine	MESH	C047902
Re	MESH	D012211
Methionin		
Tyr	MESH	C042696
Trp	MESH	C509690
Arg	MESH	C076685
BH4	MESH	C006008
L-Dopa 5OH-Trp	MESH	C028702
tyr	MESH	C042696
Dopamine	MESH	D004298
Serotonin	MESH	D012701
NO		
