word	source	identifier
Tryglicerides		
Triose phosphates	MESH	D014306
Sugars	MESH	D002241
Pyruvate	MESH	D011773
DMAPP	MESH	C043060
Phe	MESH	C026650
Malonyl CoA	MESH	D008316
Isoprene	MESH	C005059
Cinnamate	MESH	D002934
Linoleate	MESH	D019787
Linolenate	MESH	D017962
Indole	MESH	C030374
hydroxyperoxides		
Benzoate	MESH	D001565
Phenylpropanopids  MeSA	MESH	C445090
Linalool	MESH	C018584
Terpinen4-ol	MESH	C014606
Eugenol	MESH	D005054
Methyl chavicol	MESH	C007633
FPP	MESH	C039834
Limonene	MESH	C008281
Hexenols	MESH	C529979
lonone  MeSA	MESH	C445090
Nerolidol  MeJA	MESH	C037055
Nerolidol	MESH	C037055
DMNT	MESH	C509530
