word	type	identifier
Glucose	Chemical	MESH:D005947
Glucose	Chemical	MESH:D005947
ATP	Chemical	MESH:D000255
Glucose-6-P	Chemical	MESH:D005947
ATP	Chemical	MESH:D000255
DHAP	Chemical	MESH:C017202
NADP NADPH	Chemical	MESH:D009249
6-P-glucono-8-lactone	Chemical	MESH:C106477
Ru5P	Chemical	MESH:D012428
Glycerol	Chemical	MESH:D005990
Glycerol	Chemical	MESH:D005990
SeGAL2-N376F	Chemical	MESH:C012614
NADPH	Chemical	MESH:D009249
NADPCEXR	Chemical	NA
Xylitol	Chemical	MESH:D014993
Xylitol	Chemical	MESH:D014993
Glucose	Chemical	MESH:D005947
