word	source	identifier
Acetyl phosphate	MESH	C011632
Anthranilate	MESH	C031385
anthranilate	MESH	C031385
beta-D-Fructose	MESH	D005632
D-Glucose	MESH	D005947
Glucose	MESH	D005947
D-Glyceraldehyde	MESH	D005985
3-phosphate	MESH	D010710
3phosphate	MESH	D010710
4-phosphate	MESH	D010710
5-phosphate	MESH	D010710
6phosphate	MESH	D010710
7-phosphate	MESH	D010710
S-phosphate	MESH	D010710
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
1-diphosphate	MESH	D011756
Pyruvate	MESH	D011773
D-ribose	MESH	D012266
L-Serine	MESH	D012694
