word	mesh	match	name	chebi
O	mesh:D013481	Superoxides	superoxide	chebi:18421
Palmityl-CoA	mesh:D010171	Palmitoyl Coenzyme A	palmitoyl-CoA	chebi:15525
Palmitic	mesh:D019308	Palmitic Acid	hexadecanoic acid	chebi:15756
Sphingosine	mesh:D013110	Sphingosine	sphingosine	chebi:16393
Sphinganine	mesh:C005682	NA	NA	NA
Arachidonic	mesh:D001095	NA	NA	NA
Serine	mesh:C047902	NA	NA	NA
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
Oxaloacetate	mesh:D010071	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
Malate	mesh:D008293	Malates	malate	chebi:25115
O Glycine	mesh:D005998	Glycine	glycine	chebi:15428
Citrate	mesh:C102006	NA	NA	NA
TSA	mesh:C070842	NA	NA	NA
Leucine	mesh:C038361	NA	NA	NA
Fumarate	mesh:D005650	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ADP	mesh:D000244	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
2-oxoglutarate	mesh:C029743	NA	NA	NA
Creatine	mesh:D003401	Creatine	creatine	chebi:16919
Uric acid	mesh:D014527	NA	NA	NA
Xanthine Hypoxanthine Creatinine	mesh:D019820	NA	NA	NA
Inosinic	mesh:D007291	Inosine Monophosphate	IMP	chebi:17202
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
