word	source	identifier
Sucrose	MESH	D013395
kaurene	MESH	C002627
ATP	MESH	D000255
CDP	MESH	D003565
ADP	MESH	D000244
Strigolactones	MESH	C000591191
DMAPP	MESH	C043060
DHAP TPI	MESH	C017202
NAD(P)N	MESH	C062879
NAD(P)H	MESH	D009243
DHAP	MESH	C017202
NAD	MESH	D009243
HMBDP		
ENO	MESH	C095157
PPT	MESH	C476638
Pyruvate	MESH	D011773
NADPH ATP	MESH	D009249
Ru5P	MESH	D012428
KADP		
Fatty acid	MESH	D005227
TPT	MESH	C026677
Ser	MESH	C530429
Gly	MESH	C070361
Cys	MESH	C046557
JENO		
ADP CO2	MESH	D000244
aminoacids	MESH	C503860
Acetyl-CoA	MESH	D000105
NADH	MESH	D009243
