word	type	identifier
cholesterol	Chemical	MESH:D002784
tomatidenol	Chemical	MESH:C012037
tomatine	Chemical	MESH:D014053
26-amino-furostanol	Chemical	MESH:C041827
22-hydroxycholesterol	Chemical	MESH:C003585
GAME25	Chemical	MESH:C039438
tomatine	Chemical	MESH:D014053
furostanol-26-aldehyde	Chemical	MESH:C041827
26-dihydroxycholesterol	Chemical	MESH:C057657
16DOX	Chemical	MESH:D004317
tomatine	Chemical	MESH:D014053
26-trihydroxycholesterol	Chemical	MESH:C506274
furostanol	Chemical	MESH:C041827
saponin	Chemical	MESH:D012503
GAME25	Chemical	MESH:C039438
tomatidine	Chemical	MESH:C003677
tomatidine	Chemical	MESH:C003677
galactoside	Chemical	MESH:D005697
