word	source	identifier
Acetolactate	MESH	C006359
Diacetyl	MESH	D003931
D-Glucose	MESH	D005947
NAD	MESH	D009243
NADH	MESH	D009243
Acetoin	MESH	D000093
Pyruvate	MESH	D011773
O 2 NADH	MESH	D009243
(S,S)-2,3-Butanediol	MESH	C470112
NMe	MESH	C057063
L-Tyrosine		
Norlaudanosoline	MESH	D013765
Thebaine	MESH	D013797
3,4-DHPAA	MESH	C038835
EPA	MESH	C062422
DHA	MESH	C111716
oxygen	MESH	D010100
Artemisinin	MESH	D037621
Farnesyl diphosphate	MESH	C004808
Menaquinone	MESH	D024482
Farnesylacetone	MESH	C014549
Farnesylfarnesylacetone		
Phylloquione		
CO	MESH	D002245
Et	MESH	C526612
Glu	MESH	C094686
Phenyl cyclopropene	MESH	C021985
Styrene	MESH	D020058
L-phenylalanine	MESH	C119108
Cinnamate	MESH	D002934
