word	mesh	match	name	doid
cancer	mesh:D009369	NA	NA	NA
Lymphoma/leukemia  Prostate cancer	mesh:D011471	NA	NA	NA
Breast cancer	mesh:D001943	NA	NA	NA
Prostate cancer	mesh:D011471	NA	NA	NA
Multiple solid tumors	mesh:D009369	NA	NA	NA
Colorectal cancer	mesh:D015179	NA	NA	NA
Melanoma	mesh:D008545	NA	NA	NA
Multiple solid tumors	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Squamous cell carcinoma	mesh:D002294	Carcinoma, Squamous Cell	skin squamous cell carcinoma	doid:3151
