word	source	identifier
Fatty acid	MESH	D005227
(S)-3-Hydroxyhexadecanoyl-CoA	MESH	C048143
Glycine	MESH	D005998
serine	MESH	C047902
Valine	MESH	C521924
leucine	MESH	C038361
isoleucine	MESH	C043801
L-Leucine	MESH	C027819
3-Hydroxytetradecanoyl-CoA	MESH	C074920
threonine	MESH	C061951
Creatine	MESH	D003401
Choline	MESH	D002794
ACDP	MESH	C067723
Pyrimidine	MESH	C030986
Phosphorylcholine	MESH	D010767
Purine	MESH	D011687
L-Serine	MESH	C047902
trans-2-Enoyl-OPC6-CoA	MESH	C530366
alpha-Linolenic	MESH	D017962
Taurine	MESH	D013654
hypotaurine	MESH	C003949
taurine	MESH	D013654
Cysteine	MESH	D003545
Glutathione	MESH	D005978
Glucosylceramide	MESH	D005963
Ceramide	MESH	D002518
Sphingolipid	MESH	D013107
